timestamp,lat,lon,gps_accuracy,gps_timestamp,model,dtype,device,label,confidence,rank,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_norm_xmin,bbox_norm_ymin,bbox_norm_xmax,bbox_norm_ymax,frame_w,frame_h,inference_ms
1787920169269,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.463,1,,,,,,,,,480,640,33
1787920169269,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mobile home, manufactured home",0.051,2,,,,,,,,,480,640,33
1787920169269,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"passenger car, coach, carriage",0.048,3,,,,,,,,,480,640,33
1787920170023,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.313,1,,,,,,,,,480,640,38.000000000007276
1787920170023,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"minibus",0.069,2,,,,,,,,,480,640,38.000000000007276
1787920170023,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"school bus",0.065,3,,,,,,,,,480,640,38.000000000007276
1787920170762,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.413,1,,,,,,,,,480,640,29
1787920170762,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"minibus",0.048,2,,,,,,,,,480,640,29
1787920170762,40.02614390,-83.00137409,15.212757399323378,1787920165320,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"passenger car, coach, carriage",0.047,3,,,,,,,,,480,640,29
1787920171495,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.450,1,,,,,,,,,480,640,29
1787920171495,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mobile home, manufactured home",0.032,2,,,,,,,,,480,640,29
1787920171495,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"shopping cart",0.029,3,,,,,,,,,480,640,29
1787920172237,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.315,1,,,,,,,,,480,640,38
1787920172237,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"passenger car, coach, carriage",0.069,2,,,,,,,,,480,640,38
1787920172237,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.052,3,,,,,,,,,480,640,38
1787920173025,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"recreational vehicle, RV, R.V.",0.297,1,,,,,,,,,480,640,74.99999999999272
1787920173025,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mobile home, manufactured home",0.164,2,,,,,,,,,480,640,74.99999999999272
1787920173025,40.02614390,-83.00137409,15.21277652209557,1787920168317,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"streetcar, tram, tramcar, trolley, trolley car",0.081,3,,,,,,,,,480,640,74.99999999999272
