timestamp,lat,lon,gps_accuracy,gps_timestamp,model,dtype,device,label,confidence,rank,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_norm_xmin,bbox_norm_ymin,bbox_norm_xmax,bbox_norm_ymax,frame_w,frame_h,inference_ms
1788566258056,40.02701606,-83.02370947,13.084811949951094,1788566254242,Xenova/yolos-tiny,fp16,webgpu,"person",0.999,,0,184,116,637,0,0.2875,0.24166666666666667,0.9953125,480,640,7790
1788566258847,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.479,1,,,,,,,,,480,640,73
1788566258847,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.144,2,,,,,,,,,480,640,73
1788566258847,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.045,3,,,,,,,,,480,640,73
1788566259612,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.516,1,,,,,,,,,480,640,56.00000000000364
1788566259612,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.069,2,,,,,,,,,480,640,56.00000000000364
1788566259612,40.02701606,-83.02370947,13.084811949951094,1788566254242,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"oxcart",0.029,3,,,,,,,,,480,640,56.00000000000364
1788566260376,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.385,1,,,,,,,,,480,640,54
1788566260376,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.161,2,,,,,,,,,480,640,54
1788566260376,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.059,3,,,,,,,,,480,640,54
1788566261143,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.608,1,,,,,,,,,480,640,56
1788566261143,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.058,2,,,,,,,,,480,640,56
1788566261143,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.028,3,,,,,,,,,480,640,56
1788566261907,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.483,1,,,,,,,,,480,640,54.00000000000364
1788566261907,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.132,2,,,,,,,,,480,640,54.00000000000364
1788566261907,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"greenhouse, nursery, glasshouse",0.023,3,,,,,,,,,480,640,54.00000000000364
1788566262672,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.521,1,,,,,,,,,480,640,53
1788566262672,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.056,2,,,,,,,,,480,640,53
1788566262672,40.02701609,-83.02370959,13.084845588519421,1788566257237,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.035,3,,,,,,,,,480,640,53
1788566263444,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.413,1,,,,,,,,,480,640,59
1788566263444,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.307,2,,,,,,,,,480,640,59
1788566263444,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.040,3,,,,,,,,,480,640,59
1788566264204,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.419,1,,,,,,,,,480,640,54.000000000007276
1788566264204,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.169,2,,,,,,,,,480,640,54.000000000007276
1788566264204,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.046,3,,,,,,,,,480,640,54.000000000007276
1788566264967,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.505,1,,,,,,,,,480,640,51
1788566264967,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"stone wall",0.142,2,,,,,,,,,480,640,51
1788566264967,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"worm fence, snake fence, snake-rail fence, Virginia fence",0.039,3,,,,,,,,,480,640,51
1788566265738,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"unicycle, monocycle",0.461,1,,,,,,,,,480,640,57
1788566265738,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mountain bike, all-terrain bike, off-roader",0.085,2,,,,,,,,,480,640,57
1788566265738,40.02701972,-83.02375252,12.98956298528594,1788566260818,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.056,3,,,,,,,,,480,640,57
1788566266494,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mountain bike, all-terrain bike, off-roader",0.414,1,,,,,,,,,480,640,45.999999999992724
1788566266494,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"bicycle-built-for-two, tandem bicycle, tandem",0.137,2,,,,,,,,,480,640,45.999999999992724
1788566266494,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"unicycle, monocycle",0.083,3,,,,,,,,,480,640,45.999999999992724
1788566267256,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mountain bike, all-terrain bike, off-roader",0.189,1,,,,,,,,,480,640,42.000000000007276
1788566267256,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"peacock",0.048,2,,,,,,,,,480,640,42.000000000007276
1788566267256,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"bicycle-built-for-two, tandem bicycle, tandem",0.035,3,,,,,,,,,480,640,42.000000000007276
1788566268027,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"oxcart",0.095,1,,,,,,,,,480,640,65
1788566268027,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"mountain bike, all-terrain bike, off-roader",0.070,2,,,,,,,,,480,640,65
1788566268027,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.053,3,,,,,,,,,480,640,65
1788566268807,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"oxcart",0.050,1,,,,,,,,,480,640,62
1788566268807,40.02701975,-83.02375319,12.98957340849034,1788566263249,onnx-community/mobilenetv4_conv_small.e2400_r224_in1k,fp16,webgpu,"park bench",0.032,2,,,,,,,,,480,640,62
